id,transaction_id,item_id
747,460,12
748,461,20
749,462,37
750,463,31
751,463,22
752,464,24
753,465,36
754,466,19
755,467,15
756,467,36
757,467,30
758,468,24
759,469,30
760,469,36
761,470,36
762,471,36
763,471,27
764,472,9
765,473,27
766,474,17
767,475,20
768,476,21
769,477,11
770,478,7
771,479,5
772,480,6
773,481,6
774,482,4
775,482,12
776,483,23
777,484,35
778,484,5
779,484,6
780,485,23
781,486,12
782,487,19
783,487,24
784,488,1
785,488,20
786,489,13
787,490,8
788,490,10
789,490,26
790,490,20
791,491,33
792,491,21
793,492,3
794,492,34
795,492,17
796,492,13
797,493,37
798,494,23
799,495,30
800,496,30
801,497,3
802,498,23
803,499,19
804,500,12
805,500,35
806,500,10
807,500,11
808,500,18
809,501,24
810,502,16
811,502,10
812,502,34
813,503,2
814,504,22
815,505,36
816,505,23
817,506,37
818,507,10
819,508,5
820,508,29
821,508,33
822,509,22
823,510,8
824,511,4
825,512,3
826,513,30
827,513,35
828,513,14
829,514,13
830,515,30
831,515,33
832,515,7
833,515,15
834,516,36
835,516,28
836,516,24
837,517,1
838,517,24
839,518,33
840,519,28
841,519,1
842,519,7
843,519,24
844,520,26
845,520,28
846,521,34
847,521,25
848,521,19
849,522,36
850,523,29
851,524,26
852,525,2
853,526,21
854,527,37
855,527,34
856,527,3
857,527,19
858,528,36
859,528,15
860,529,34
861,529,11
862,529,31
863,530,18
864,531,34
865,532,36
866,533,32
867,534,28
868,534,33
869,534,16
870,535,8
871,536,27
872,537,33
873,537,29
874,538,13
875,539,15
876,540,27
877,541,9
878,541,36
879,541,23
880,542,37
881,543,26
882,544,16
883,545,25
884,546,16
885,546,8
886,546,35
887,547,27
888,548,35
889,549,36
890,550,20
891,551,13
892,552,26
893,553,37
894,554,10
895,554,21
896,554,17
897,555,13
898,555,25
899,555,34
900,556,12
901,557,24
902,557,14
903,558,16
904,559,20
905,559,37
906,560,36
907,561,36
908,562,27
909,563,10
910,564,29
911,564,16
912,565,20
913,565,1
914,565,34
915,566,37
916,566,29
917,566,2
918,567,24
919,568,17
920,569,17
921,569,21
922,570,36
923,570,8
924,570,32
925,570,16
926,570,30
927,571,25
928,571,14
929,572,24
930,573,1
931,574,26
932,575,20
933,575,7
934,575,10
935,576,37
936,576,25
937,576,19
938,576,11
939,577,36
940,577,25
941,578,8
942,579,33
943,580,1
944,581,6
945,582,25
946,582,19
947,582,15
948,582,28
949,582,28
950,582,7
951,583,17
952,584,4
953,585,34
954,585,4
955,585,37
956,586,4
957,587,23
958,587,28
959,587,30
960,587,10
961,587,33
962,587,34
963,587,32
964,587,6
965,588,10
966,588,30
967,589,23
968,590,17
969,590,25
970,590,4
971,590,11
972,591,35
973,592,15
974,593,33
975,594,6
976,595,1
977,596,16
978,597,36
979,598,27
980,599,12
981,600,20
982,600,12
983,600,28
984,600,27
985,600,9
986,600,19
987,601,25
988,601,13
989,602,9
990,603,2
991,604,33
992,604,28
993,604,16
994,605,23
995,606,36
996,606,26
997,607,34
998,607,8
999,608,11
1000,609,30
1001,610,9
1002,610,31
1003,610,2
1004,611,5
1005,611,31
1006,611,33
1007,612,33
1008,612,35
1009,613,1
1010,614,6
1011,614,7
1012,615,3
1013,616,12
1014,617,25
1015,618,33
1016,619,34
1017,620,35
1018,621,36
1019,622,26
1020,623,34
1021,624,12
1022,624,35
1023,624,37
1024,625,13
1025,626,27
1026,627,35
1027,627,22
1028,627,3
1029,627,34
1030,627,17
1031,627,4
1032,627,24
1033,628,37
1034,629,7
1035,629,27
1036,629,15
1037,629,37
1038,629,11
1039,630,2
1040,631,14
1041,632,26
1042,633,14
1043,634,25
1044,634,5
1045,634,17
1046,634,24
1047,635,37
1048,636,10
1049,637,34
1050,637,36
1051,637,23
1052,637,8
1053,638,28
1054,639,34
1055,639,11
1056,640,33
1057,641,23
1058,641,13
1059,642,11
1060,642,36
1061,643,11
1062,644,33
1063,644,11
1064,644,25
1065,645,34
1066,645,5
1067,646,30
1068,646,19
1069,646,12
1070,647,15
1071,647,1
1072,647,3
1073,647,25
1074,648,37
1075,649,5
1076,650,25
1077,650,29
1078,650,7
1079,651,25
1080,651,32
1081,652,9
1082,652,10
1083,652,21
1084,653,14
1085,654,11
1086,654,15
1087,654,16
1088,654,23
1089,655,15
1090,655,30
1091,655,6
1092,655,9
1093,656,8
1094,657,5
1095,658,22
1096,658,8
1097,658,33
1098,659,17
1099,660,8
1100,661,22
1101,662,18
1102,663,23
1103,663,8
1104,664,23
1105,664,1
1106,664,2
1107,665,20
1108,666,10
1109,666,25
1110,666,1
1111,667,33
1112,668,13
1113,668,32
1114,669,11
1115,670,19
1116,670,7
1117,670,28
1118,671,36
1119,671,1
1120,672,34
1121,673,20
1122,674,28
1123,674,30
1124,674,4
1125,674,13
1126,675,20
1127,675,16
1128,675,32
1129,675,29
1130,675,15
1131,676,12
1132,676,5
1133,676,3
1134,677,23
1135,677,16
1136,678,37
1137,679,35
1138,680,35
1139,681,37
1140,681,33
1141,681,12
1142,681,2
1143,681,13
1144,681,23
1145,682,21
1146,683,6
1147,684,28
1148,685,34
1149,686,2
1150,687,9
1151,687,7
1152,687,18
1153,688,28
1154,689,13
1155,689,36
1156,689,12
1157,690,10
1158,691,35
1159,691,24
1160,691,34
1161,691,37
1162,691,17
1163,691,5
1164,692,22
1165,692,13
1166,693,35
1167,694,37
1168,695,26
1169,695,10
1170,696,17
1171,697,24
1172,697,16
1173,697,9
1174,698,37
1175,699,4
1176,700,35
1177,700,16
1178,700,8
1179,700,37
1180,700,1
1181,700,6
1182,701,29
1183,702,16
1184,703,33
1185,704,8
1186,705,28
1187,706,9
1188,706,20
1189,706,19
1190,707,28
1191,707,24
1192,707,7
1193,708,36
1194,709,15
1195,710,36
1196,711,6
1197,712,19
1198,713,20
1199,713,7
1200,713,35
1201,713,26
1202,713,21
1203,713,13
1204,714,24
1205,714,12
1206,715,18
1207,716,15
1208,717,13
1209,718,36
1210,718,21
1211,719,8
1212,719,2
1213,720,35
1214,720,22
1215,720,37
1216,720,14
1217,720,2
1218,721,18
1219,722,9
1220,722,16
1221,722,6
1222,723,29
1223,724,1
1224,724,30
1225,724,25
1226,724,10
1227,725,5
1228,726,14
1229,726,24
1230,727,30
1231,727,36
1232,727,27
1233,727,18
1234,728,4
1235,729,10
1236,730,20
1237,731,8
1238,731,14
1239,731,25
1240,731,35
1241,731,33
1242,732,9
1243,732,29
1244,733,37
1245,734,28
1246,735,5
1247,736,17
1248,737,5
1249,738,36
1250,738,12
1251,739,34
1252,739,24
1253,739,35
1254,740,10
1255,741,29
1256,742,16
1257,743,17
1258,743,35
1259,743,16
1260,744,18
1261,744,20
1262,745,5
1263,746,24
1264,747,10
1265,748,17
1266,749,9
1267,750,6
1268,750,8
1269,750,11
1270,750,12
1271,750,25
1272,751,8
1273,752,13
1274,753,27
1275,754,37
1276,755,22
1277,755,32
1278,756,36
1279,757,22
1280,758,28
1281,759,1
1282,760,9
1283,761,29
1284,761,10
1285,762,37
1286,762,5
1287,762,14
1288,762,19
1289,763,20
1290,764,36
1291,765,29
1292,765,26
1293,765,9
1294,766,30
1295,767,6
1296,767,5
1297,767,24
1298,767,11
1299,768,10
1300,769,37
1301,770,36
1302,771,2
1303,772,3
1304,773,8
1305,774,18
1306,774,6
1307,774,25
1308,775,19
1309,776,37
1310,777,10
1311,778,22
1312,778,33
1313,779,26
1314,780,35
1315,781,19
1316,781,12
1317,782,23
1318,783,3
1319,783,29
1320,784,36
1321,785,20
1322,785,7
1323,786,37
1324,786,28
1325,787,18
1326,788,31
1327,789,10
1328,790,28
1329,790,32
1330,790,25
1331,790,11
1332,791,29
1333,791,21
1334,792,5
1335,793,37
1336,794,36
1337,795,33
1338,795,25
1339,795,11
1340,795,15
1341,796,20
1342,797,6
1343,798,11
1344,799,2
1345,799,5
1346,799,9
1347,799,35
1348,800,37
1349,800,12
1350,800,4
1351,800,3
1352,801,37
1353,802,35
1354,803,32
1355,804,5
1356,805,17
1357,806,8
1358,807,37
1359,808,34
1360,809,19
1361,810,33
1362,810,18
1363,810,20
1364,811,28
1365,812,37
1366,812,6
1367,813,14
1368,814,21
1369,815,28
1370,815,7
1371,815,33
1372,815,14
1373,815,3
1374,816,7
1375,817,35
1376,817,4
1377,817,29
1378,817,31
1379,818,21
1380,818,30
1381,818,23
1382,818,7
1383,818,5
1384,819,22
1385,820,4
1386,820,20
1387,820,11
1388,820,3
1389,821,11
1390,822,13
1391,822,25
1392,822,16
1393,822,12
1394,822,36
1395,822,1
1396,822,18
1397,823,18
1398,823,7
1399,823,22
1400,824,36
1401,825,4
1402,826,29
1403,827,6
1404,827,7
1405,827,12
1406,827,29
1407,827,22
1408,827,13
1409,828,24
1410,829,23
1411,830,26
1412,831,12
1413,832,2
1414,833,36
1415,834,22
1416,835,18
1417,836,9
1418,836,14
1419,837,19
1420,838,14
1421,839,23
1422,840,11
1423,841,1
1424,842,13
1425,843,8
1426,843,12
1427,844,1
1428,844,21
1429,844,2
1430,844,14
1431,845,19
1432,846,25
1433,846,31
1434,846,37
1435,847,4
1436,848,37
1437,849,24
1438,849,37
1439,849,30
1440,850,10
1441,851,12
1442,852,37
1443,853,5
1444,854,29
1445,854,1
1446,854,16
1447,854,2
1448,855,5
1449,855,31
1450,855,9
1451,856,30
1452,857,20
1453,858,3
1454,859,33
1455,860,19
1456,860,13
1457,860,4
1458,860,5
1459,861,24
1460,862,21
1461,862,20
1462,863,22
1463,863,32
1464,863,9
1465,863,11
1466,863,36
1467,863,30
1468,864,36
1469,865,9
1470,865,2
1471,866,21
1472,866,25
1473,866,27
1474,866,11
1475,867,3
1476,868,18
1477,869,14
1478,870,3
1479,871,3
1480,872,32
1481,872,2
1482,873,26
1483,873,36
1484,874,33
1485,875,36
1486,876,4
1487,877,28
1488,878,14
1489,878,6
1490,878,1
1491,879,35
1492,880,2
1493,881,3
1494,882,1
1495,883,3
1496,883,22
1497,884,8
1498,884,17
1499,884,6
1500,885,7
1501,886,33
1502,887,11
1503,888,28
1504,889,10
1505,890,14
1506,891,7
1507,892,18
1508,892,15
1509,892,2
1510,892,29
1511,892,22
1512,893,17
1513,894,37
1514,895,4
1515,896,7
1516,897,15
1517,897,14
1518,897,12
1519,898,27
1520,898,10
1521,899,1
1522,900,37
1523,901,4
1524,902,27
1525,903,5
1526,904,20
1527,905,23
1528,906,22
1529,907,18
1530,907,30
1531,907,36
1532,908,28
1533,909,11
1534,910,35
1535,911,31
1536,912,33
1537,912,29
1538,912,26
1539,913,12
1540,914,25
1541,915,10
1542,916,2
1543,917,36
1544,917,3
1545,918,4
1546,918,12
1547,919,36
1548,920,6
1549,920,27
1550,921,34
1551,922,24
1552,923,21
1553,923,12
1554,924,13
1555,925,36
1556,926,36
1557,927,10
1558,927,4
1559,928,16
1560,928,2
1561,928,13
1562,928,26
1563,929,24
1564,930,32
1565,931,36
1566,931,3
1567,932,30
1568,933,18
1569,934,10
1570,935,29
1571,936,37
1572,937,22
1573,938,27
1574,939,18
1575,940,16
1576,940,34
1577,941,4
1578,942,10
1579,943,13
1580,944,25
1581,945,4
1582,946,19
1583,946,4
1584,946,7
1585,947,28
1586,948,17
1587,948,12
1588,948,34
1589,948,16
1590,949,25
1591,950,6
1592,951,36
1593,951,17
1594,952,23
1595,953,14
1596,954,15
1597,955,17
1598,956,21
1599,957,27
1600,958,37
1601,958,28
1602,958,25
1603,958,22
1604,959,31
1605,960,27
1606,960,30
1607,960,35
1608,961,36
1609,962,9
1610,963,18
1611,964,25
1612,964,8
1613,965,13
1614,966,18
1615,967,37
1616,967,33
1617,968,3
1618,968,23
1619,969,24
1620,970,28
1621,970,2
1622,970,12
1623,971,23
1624,972,36
1625,973,3
1626,974,34
1627,974,28
1628,974,11
1629,975,29
1630,975,30
1631,976,36
1632,977,21
1633,977,32
1634,978,8
1635,978,11
1636,979,9
1637,980,33
1638,981,28
1639,981,6
1640,981,32
1641,981,30
1642,982,1
1643,983,8
1644,984,21
1645,985,36
1646,985,20
1647,986,10
1648,987,26
1649,987,9
1650,988,37
1651,989,33
1652,990,17
1653,991,33
1654,992,6
1655,993,35
1656,993,11
1657,993,4
1658,994,5
1659,995,26
1660,996,11
1661,996,21
1662,997,23
1663,997,24
1664,998,35
1665,999,31
1666,1000,23
1667,1001,7
1668,1002,21
1669,1002,29
1670,1002,36
1671,1002,37
1672,1003,33
1673,1004,3
1674,1005,6
1675,1005,19
1676,1006,14
1677,1007,20
1678,1008,23
1679,1008,21
1680,1009,18
1681,1009,11
1682,1009,29
1683,1010,5
1684,1011,37
1685,1011,4
1686,1012,33
1687,1013,4
1688,1014,37
1689,1015,20
1690,1016,37
1691,1016,4
1692,1017,23
1693,1018,16
1694,1018,4
1695,1018,31
1696,1018,9
1697,1018,15
1698,1018,25
1699,1019,16
1700,1019,9
1701,1020,31
1702,1021,16
1703,1022,37
1704,1023,20
1705,1023,30
1706,1023,26
1707,1023,36
1708,1023,8
1709,1024,19
1710,1024,20
1711,1024,37
1712,1025,35
1713,1025,11
1714,1026,37
1715,1027,27
1716,1028,13
1717,1029,4
1718,1030,36
1719,1031,30
1720,1032,37
1721,1032,3
1722,1032,19
1723,1033,26
1724,1034,12
1725,1035,22
1726,1035,1
1727,1035,18
1728,1035,2
1729,1036,27
1730,1037,23
1731,1038,37
1732,1039,16
1733,1039,19
1734,1039,22
1735,1039,23
1736,1040,27
1737,1041,15
1738,1041,31
1739,1041,34
1740,1042,17
1741,1042,10
1742,1042,1
1743,1043,30
1744,1043,28
1745,1043,13
1746,1043,29
1747,1043,17
1748,1044,4
1749,1044,23
1750,1044,33
1751,1045,26
1752,1046,15
1753,1047,37
1754,1048,11
1755,1049,11
1756,1050,5
1757,1051,3
1758,1051,15
1759,1051,18
1760,1051,28
1761,1051,12
1762,1051,34
1763,1051,7
1764,1052,3
1765,1052,37
1766,1052,21
1767,1052,24
1768,1052,36
1769,1053,20
1770,1053,9
1771,1053,15
1772,1054,5
1773,1055,6
1774,1056,6
1775,1056,9
1776,1056,14
1777,1057,27
1778,1057,21
1779,1057,7
1780,1057,33
1781,1058,2
1782,1058,3
1783,1058,7
1784,1059,13
1785,1060,16
1786,1060,7
1787,1061,31
1788,1062,26
1789,1062,5
1790,1063,9
1791,1063,25
1792,1063,5
1793,1064,16
1794,1064,17
1795,1064,13
1796,1064,25
1797,1065,36
1798,1065,21
1799,1065,21
1800,1065,10
1801,1065,15
1802,1066,17
1803,1066,12
1804,1066,27
1805,1067,8
1806,1068,27
1807,1068,36
1808,1069,37
1809,1070,18
1810,1071,9
1811,1072,18
1812,1073,17
1813,1073,25
1814,1073,23
1815,1073,27
1816,1073,3
1817,1074,24
1818,1075,13
1819,1076,22
1820,1077,25
1821,1078,14
1822,1079,35
1823,1080,8
1824,1081,19
1825,1082,22
1826,1083,18
1827,1084,14
1828,1084,19
1829,1084,25
1830,1085,21
1831,1086,24
1832,1087,13
1833,1088,12
1834,1089,18
1835,1090,25
1836,1091,23
1837,1091,8
1838,1091,9
1839,1092,36
1840,1092,5
1841,1092,2
1842,1093,36
1843,1094,21
1844,1095,5
1845,1096,18
1846,1097,3
1847,1098,25
1848,1099,12
1849,1100,5
1850,1101,14
1851,1101,14
1852,1101,12
1853,1101,33
1854,1101,6
1855,1101,22
1856,1102,18
1857,1103,22
1858,1104,16
1859,1105,13
1860,1106,28
1861,1107,37
1862,1108,13
1863,1109,24
1864,1109,7
1865,1110,37
1866,1111,36
1867,1112,33
1868,1112,6
1869,1112,19
1870,1113,37
1871,1114,27
1872,1115,8
1873,1116,28
1874,1117,28
1875,1118,37
1876,1119,34
1877,1119,5
1878,1120,20
1879,1120,25
1880,1121,23
1881,1121,21
1882,1121,35
1883,1122,18
1884,1122,4
1885,1122,33
1886,1122,19
1887,1122,9
1888,1123,37
1889,1123,3
1890,1124,26
1891,1125,32
1892,1126,19
1893,1127,11
1894,1127,34
1895,1127,22
1896,1128,23
1897,1128,18
1898,1129,25
1899,1130,26
1900,1130,30
1901,1130,3
1902,1130,32
1903,1130,2
1904,1130,33
1905,1131,37
1906,1132,11
1907,1133,15
1908,1133,28
1909,1133,2
1910,1133,11
1911,1133,5
1912,1134,37
1913,1135,12
1914,1136,30
1915,1137,37
1916,1138,30
1917,1139,7
1918,1140,12
1919,1140,33
1920,1140,37
1921,1141,9
1922,1141,35
1923,1142,22
1924,1142,9
1925,1143,29
1926,1143,5
1927,1143,14
1928,1143,4
1929,1144,23
1930,1144,15
1931,1144,1
1932,1144,13
1933,1144,22
1934,1145,28
1935,1146,11
1936,1146,25
1937,1146,26
1938,1146,34
1939,1146,27
1940,1147,35
1941,1148,21
1942,1149,7
1943,1150,37
1944,1151,29
1945,1151,20
1946,1152,8
1947,1153,36
1948,1154,36
1949,1154,13
1950,1154,33
1951,1155,21
1952,1156,22
1953,1156,29
1954,1156,35
1955,1156,32
1956,1157,15
1957,1158,28
1958,1159,36
1959,1160,36
1960,1161,4
1961,1162,20
1962,1163,21
1963,1164,20
1964,1164,15
1965,1165,13
1966,1166,18
1967,1166,9
1968,1167,28
1969,1168,12
1970,1168,36
1971,1169,2
1972,1169,33
1973,1169,21
1974,1170,35
1975,1171,5
1976,1172,37
1977,1173,36
1978,1174,9
1979,1175,25
1980,1176,17
1981,1177,14
1982,1178,2
1983,1179,37
1984,1180,26
1985,1181,34
1986,1182,25
1987,1183,8
1988,1184,16
1989,1184,19
1990,1185,4
1991,1186,13
1992,1187,6
1993,1188,32
1994,1189,7
1995,1190,17
1996,1191,14
1997,1191,4
1998,1191,25
1999,1191,19
2000,1191,32
2001,1191,10
2002,1192,36
2003,1192,1
2004,1193,20
2005,1194,11
2006,1195,30
2007,1196,4
2008,1197,34
2009,1197,36
2010,1198,6
2011,1198,7
2012,1199,19
2013,1199,12
2014,1199,24
2015,1199,26
2016,1200,35
2017,1200,8
2018,1200,37
2019,1200,9
2020,1200,12
2021,1200,30
2022,1201,23
2023,1201,29
2024,1201,5
2025,1201,2
2026,1201,5
2027,1201,13
2028,1202,14
2029,1203,15
2030,1203,12
2031,1203,10
2032,1204,16
2033,1204,5
2034,1204,19
2035,1205,24
2036,1205,23
2037,1206,20
2038,1206,37
2039,1207,30
2040,1207,34
2041,1207,27
2042,1208,8
2043,1208,17
2044,1209,23
2045,1210,13
2046,1211,36
2047,1212,22
2048,1213,33
2049,1213,3
2050,1213,35
2051,1214,33
2052,1214,17
2053,1215,23
2054,1215,28
2055,1215,2
2056,1216,35
2057,1217,25
2058,1218,37
2059,1219,34
2060,1219,8
2061,1219,23
2062,1220,9
2063,1221,36
2064,1222,37
2065,1223,29
2066,1224,34
2067,1225,19
2068,1226,24
2069,1227,7
2070,1228,19
2071,1229,37
2072,1230,36
2073,1231,5
2074,1231,15
2075,1231,30
2076,1232,23
2077,1232,8
2078,1232,28
2079,1233,5
2080,1234,26
