row_id,date_hour,day,hourly_wage_cost
272,"2024-03-14 14:00",Thursday,67.500
273,"2024-03-15 07:00",Friday,67.500
274,"2024-03-15 08:00",Friday,67.500
275,"2024-03-15 09:00",Friday,67.500
276,"2024-03-15 10:00",Friday,69.300
277,"2024-03-15 11:00",Friday,69.300
278,"2024-03-15 12:00",Friday,69.300
279,"2024-03-15 13:00",Friday,69.300
280,"2024-03-15 14:00",Friday,69.300
281,"2024-03-16 07:00",Saturday,79.950
282,"2024-03-16 08:00",Saturday,79.950
283,"2024-03-16 09:00",Saturday,79.950
284,"2024-03-16 10:00",Saturday,79.950
285,"2024-03-16 11:00",Saturday,79.950
286,"2024-03-16 12:00",Saturday,79.950
287,"2024-03-16 13:00",Saturday,79.950
288,"2024-03-16 14:00",Saturday,79.950
289,"2024-03-18 07:00",Monday,53.300
290,"2024-03-18 08:00",Monday,53.300
291,"2024-03-18 09:00",Monday,53.300
292,"2024-03-18 10:00",Monday,53.300
293,"2024-03-18 11:00",Monday,53.300
294,"2024-03-18 12:00",Monday,53.300
295,"2024-03-18 13:00",Monday,53.300
296,"2024-03-18 14:00",Monday,53.300
297,"2024-03-19 07:00",Tuesday,67.500
298,"2024-03-19 08:00",Tuesday,67.500
299,"2024-03-19 09:00",Tuesday,67.500
300,"2024-03-19 10:00",Tuesday,67.500
301,"2024-03-19 11:00",Tuesday,67.500
302,"2024-03-19 12:00",Tuesday,67.500
303,"2024-03-19 13:00",Tuesday,67.500
304,"2024-03-19 14:00",Tuesday,67.500
305,"2024-03-20 07:00",Wednesday,69.300
306,"2024-03-20 08:00",Wednesday,69.300
307,"2024-03-20 09:00",Wednesday,69.300
308,"2024-03-20 10:00",Wednesday,69.300
309,"2024-03-20 11:00",Wednesday,67.500
310,"2024-03-20 12:00",Wednesday,67.500
311,"2024-03-20 13:00",Wednesday,67.500
312,"2024-03-20 14:00",Wednesday,67.500
313,"2024-03-21 07:00",Thursday,67.500
314,"2024-03-21 08:00",Thursday,67.500
315,"2024-03-21 09:00",Thursday,67.500
316,"2024-03-21 10:00",Thursday,67.500
317,"2024-03-21 11:00",Thursday,69.300
318,"2024-03-21 12:00",Thursday,69.300
319,"2024-03-21 13:00",Thursday,69.300
320,"2024-03-21 14:00",Thursday,69.300
321,"2024-03-22 07:00",Friday,67.500
322,"2024-03-22 08:00",Friday,67.500
323,"2024-03-22 09:00",Friday,67.500
324,"2024-03-22 10:00",Friday,67.500
325,"2024-03-22 11:00",Friday,67.500
326,"2024-03-22 12:00",Friday,67.500
327,"2024-03-22 13:00",Friday,67.500
328,"2024-03-22 14:00",Friday,67.500
329,"2024-03-23 07:00",Saturday,83.075
330,"2024-03-23 08:00",Saturday,83.075
331,"2024-03-23 09:00",Saturday,83.075
332,"2024-03-23 10:00",Saturday,83.075
333,"2024-03-23 11:00",Saturday,80.375
334,"2024-03-23 12:00",Saturday,80.375
335,"2024-03-23 13:00",Saturday,80.375
336,"2024-03-23 14:00",Saturday,80.375
337,"2024-03-25 07:00",Monday,67.500
338,"2024-03-25 08:00",Monday,67.500
339,"2024-03-25 09:00",Monday,67.500
340,"2024-03-25 10:00",Monday,67.500
341,"2024-03-25 11:00",Monday,69.300
342,"2024-03-25 12:00",Monday,69.300
343,"2024-03-25 13:00",Monday,69.300
344,"2024-03-25 14:00",Monday,69.300
345,"2024-03-26 07:00",Tuesday,69.300
346,"2024-03-26 08:00",Tuesday,69.300
347,"2024-03-26 09:00",Tuesday,69.300
348,"2024-03-26 10:00",Tuesday,69.300
349,"2024-03-26 11:00",Tuesday,67.500
350,"2024-03-26 12:00",Tuesday,67.500
351,"2024-03-26 13:00",Tuesday,67.500
352,"2024-03-26 14:00",Tuesday,69.300
353,"2024-03-27 07:00",Wednesday,67.500
354,"2024-03-27 08:00",Wednesday,67.500
355,"2024-03-27 09:00",Wednesday,67.500
356,"2024-03-27 10:00",Wednesday,67.500
357,"2024-03-27 11:00",Wednesday,67.500
358,"2024-03-27 12:00",Wednesday,67.500
359,"2024-03-27 13:00",Wednesday,67.500
360,"2024-03-27 14:00",Wednesday,67.500
361,"2024-03-28 07:00",Thursday,69.300
362,"2024-03-28 08:00",Thursday,69.300
363,"2024-03-28 09:00",Thursday,69.300
364,"2024-03-28 10:00",Thursday,69.300
365,"2024-03-28 11:00",Thursday,67.500
366,"2024-03-28 12:00",Thursday,67.500
367,"2024-03-28 13:00",Thursday,67.500
368,"2024-03-28 14:00",Thursday,67.500
369,"2024-03-29 07:00",Friday,106.125
370,"2024-03-29 08:00",Friday,106.125
371,"2024-03-29 09:00",Friday,106.125
372,"2024-03-29 10:00",Friday,110.625
373,"2024-03-29 11:00",Friday,110.625
374,"2024-03-29 12:00",Friday,110.625
375,"2024-03-29 13:00",Friday,110.625
376,"2024-03-29 14:00",Friday,110.625
377,"2024-03-30 07:00",Saturday,133.250
378,"2024-03-30 08:00",Saturday,133.250
379,"2024-03-30 09:00",Saturday,133.250
380,"2024-03-30 10:00",Saturday,133.250
381,"2024-03-30 11:00",Saturday,133.250
382,"2024-03-30 12:00",Saturday,133.250
383,"2024-03-30 13:00",Saturday,133.250
384,"2024-03-30 14:00",Saturday,133.250
385,"2024-04-01 07:00",Monday,133.250
386,"2024-04-01 08:00",Monday,133.250
387,"2024-04-01 09:00",Monday,133.250
388,"2024-04-01 10:00",Monday,133.250
389,"2024-04-01 11:00",Monday,133.250
390,"2024-04-01 12:00",Monday,133.250
391,"2024-04-01 13:00",Monday,133.250
392,"2024-04-01 14:00",Monday,133.250
393,"2024-04-02 07:00",Tuesday,67.500
394,"2024-04-02 08:00",Tuesday,67.500
395,"2024-04-02 09:00",Tuesday,67.500
396,"2024-04-02 10:00",Tuesday,67.500
397,"2024-04-02 11:00",Tuesday,67.500
398,"2024-04-02 12:00",Tuesday,67.500
399,"2024-04-02 13:00",Tuesday,67.500
400,"2024-04-02 14:00",Tuesday,67.500
401,"2024-04-03 07:00",Wednesday,69.300
402,"2024-04-03 08:00",Wednesday,69.300
403,"2024-04-03 09:00",Wednesday,69.300
404,"2024-04-03 10:00",Wednesday,69.300
405,"2024-04-03 11:00",Wednesday,67.500
406,"2024-04-03 12:00",Wednesday,67.500
407,"2024-04-03 13:00",Wednesday,67.500
408,"2024-04-03 14:00",Wednesday,67.500
409,"2024-04-04 07:00",Thursday,67.500
410,"2024-04-04 08:00",Thursday,67.500
411,"2024-04-04 09:00",Thursday,67.500
412,"2024-04-04 10:00",Thursday,67.500
413,"2024-04-04 11:00",Thursday,69.300
414,"2024-04-04 12:00",Thursday,69.300
415,"2024-04-04 13:00",Thursday,69.300
416,"2024-04-04 14:00",Thursday,69.300
417,"2024-04-05 07:00",Friday,67.500
418,"2024-04-05 08:00",Friday,67.500
419,"2024-04-05 09:00",Friday,67.500
420,"2024-04-05 10:00",Friday,67.500
421,"2024-04-05 11:00",Friday,67.500
422,"2024-04-05 12:00",Friday,67.500
423,"2024-04-05 13:00",Friday,67.500
424,"2024-04-05 14:00",Friday,67.500
425,"2024-04-06 07:00",Saturday,83.075
426,"2024-04-06 08:00",Saturday,83.075
427,"2024-04-06 09:00",Saturday,83.075
428,"2024-04-06 10:00",Saturday,83.075
429,"2024-04-06 11:00",Saturday,80.375
430,"2024-04-06 12:00",Saturday,80.375
431,"2024-04-06 13:00",Saturday,80.375
432,"2024-04-06 14:00",Saturday,80.375
433,"2024-04-08 07:00",Monday,67.500
434,"2024-04-08 08:00",Monday,67.500
435,"2024-04-08 09:00",Monday,67.500
436,"2024-04-08 10:00",Monday,67.500
437,"2024-04-08 11:00",Monday,69.300
438,"2024-04-08 12:00",Monday,69.300
439,"2024-04-08 13:00",Monday,69.300
440,"2024-04-08 14:00",Monday,69.300
441,"2024-04-09 07:00",Tuesday,69.300
442,"2024-04-09 08:00",Tuesday,69.300
443,"2024-04-09 09:00",Tuesday,69.300
444,"2024-04-09 10:00",Tuesday,69.300
445,"2024-04-09 11:00",Tuesday,67.500
446,"2024-04-09 12:00",Tuesday,67.500
447,"2024-04-09 13:00",Tuesday,67.500
448,"2024-04-09 14:00",Tuesday,69.300
449,"2024-04-10 07:00",Wednesday,67.500
450,"2024-04-10 08:00",Wednesday,67.500
451,"2024-04-10 09:00",Wednesday,67.500
452,"2024-04-10 10:00",Wednesday,67.500
453,"2024-04-10 11:00",Wednesday,67.500
454,"2024-04-10 12:00",Wednesday,67.500
455,"2024-04-10 13:00",Wednesday,67.500
456,"2024-04-10 14:00",Wednesday,67.500
457,"2024-04-11 07:00",Thursday,69.300
458,"2024-04-11 08:00",Thursday,69.300
459,"2024-04-11 09:00",Thursday,69.300
460,"2024-04-11 10:00",Thursday,69.300
461,"2024-04-11 11:00",Thursday,67.500
462,"2024-04-11 12:00",Thursday,67.500
463,"2024-04-11 13:00",Thursday,67.500
464,"2024-04-11 14:00",Thursday,67.500
465,"2024-04-12 07:00",Friday,67.500
466,"2024-04-12 08:00",Friday,67.500
467,"2024-04-12 09:00",Friday,67.500
468,"2024-04-12 10:00",Friday,69.300
469,"2024-04-12 11:00",Friday,69.300
470,"2024-04-12 12:00",Friday,69.300
471,"2024-04-12 13:00",Friday,69.300
472,"2024-04-12 14:00",Friday,69.300
473,"2024-04-13 07:00",Saturday,79.950
474,"2024-04-13 08:00",Saturday,79.950
475,"2024-04-13 09:00",Saturday,79.950
476,"2024-04-13 10:00",Saturday,79.950
477,"2024-04-13 11:00",Saturday,79.950
478,"2024-04-13 12:00",Saturday,79.950
479,"2024-04-13 13:00",Saturday,79.950
480,"2024-04-13 14:00",Saturday,79.950
481,"2024-04-15 07:00",Monday,53.300
482,"2024-04-15 08:00",Monday,53.300
483,"2024-04-15 09:00",Monday,53.300
484,"2024-04-15 10:00",Monday,53.300
485,"2024-04-15 11:00",Monday,53.300
486,"2024-04-15 12:00",Monday,53.300
487,"2024-04-15 13:00",Monday,53.300
488,"2024-04-15 14:00",Monday,53.300
489,"2024-04-16 07:00",Tuesday,67.500
490,"2024-04-16 08:00",Tuesday,67.500
491,"2024-04-16 09:00",Tuesday,67.500
492,"2024-04-16 10:00",Tuesday,67.500
493,"2024-04-16 11:00",Tuesday,67.500
494,"2024-04-16 12:00",Tuesday,67.500
495,"2024-04-16 13:00",Tuesday,67.500
496,"2024-04-16 14:00",Tuesday,67.500
497,"2024-04-17 07:00",Wednesday,69.300
498,"2024-04-17 08:00",Wednesday,69.300
499,"2024-04-17 09:00",Wednesday,69.300
500,"2024-04-17 10:00",Wednesday,69.300
501,"2024-04-17 11:00",Wednesday,67.500
502,"2024-04-17 12:00",Wednesday,67.500
503,"2024-04-17 13:00",Wednesday,67.500
504,"2024-04-17 14:00",Wednesday,67.500
505,"2024-04-18 07:00",Thursday,67.500
506,"2024-04-18 08:00",Thursday,67.500
507,"2024-04-18 09:00",Thursday,67.500
508,"2024-04-18 10:00",Thursday,67.500
509,"2024-04-18 11:00",Thursday,69.300
510,"2024-04-18 12:00",Thursday,69.300
511,"2024-04-18 13:00",Thursday,69.300
512,"2024-04-18 14:00",Thursday,69.300
513,"2024-04-19 07:00",Friday,67.500
514,"2024-04-19 08:00",Friday,67.500
515,"2024-04-19 09:00",Friday,67.500
516,"2024-04-19 10:00",Friday,67.500
517,"2024-04-19 11:00",Friday,67.500
518,"2024-04-19 12:00",Friday,67.500
519,"2024-04-19 13:00",Friday,67.500
520,"2024-04-19 14:00",Friday,67.500
521,"2024-04-20 07:00",Saturday,83.075
522,"2024-04-20 08:00",Saturday,83.075
523,"2024-04-20 09:00",Saturday,83.075
524,"2024-04-20 10:00",Saturday,83.075
525,"2024-04-20 11:00",Saturday,80.375
526,"2024-04-20 12:00",Saturday,80.375
527,"2024-04-20 13:00",Saturday,80.375
528,"2024-04-20 14:00",Saturday,80.375
529,"2024-04-22 07:00",Monday,67.500
530,"2024-04-22 08:00",Monday,67.500
531,"2024-04-22 09:00",Monday,67.500
532,"2024-04-22 10:00",Monday,67.500
533,"2024-04-22 11:00",Monday,69.300
534,"2024-04-22 12:00",Monday,69.300
535,"2024-04-22 13:00",Monday,69.300
536,"2024-04-22 14:00",Monday,69.300
537,"2024-04-23 07:00",Tuesday,69.300
538,"2024-04-23 08:00",Tuesday,69.300
539,"2024-04-23 09:00",Tuesday,69.300
540,"2024-04-23 10:00",Tuesday,69.300
541,"2024-04-23 11:00",Tuesday,67.500
542,"2024-04-23 12:00",Tuesday,67.500
543,"2024-04-23 13:00",Tuesday,67.500
544,"2024-04-23 14:00",Tuesday,69.300
545,"2024-04-24 07:00",Wednesday,67.500
546,"2024-04-24 08:00",Wednesday,67.500
547,"2024-04-24 09:00",Wednesday,67.500
548,"2024-04-24 10:00",Wednesday,67.500
549,"2024-04-24 11:00",Wednesday,67.500
550,"2024-04-24 12:00",Wednesday,67.500
551,"2024-04-24 13:00",Wednesday,67.500
552,"2024-04-24 14:00",Wednesday,67.500
553,"2024-04-25 07:00",Thursday,110.625
554,"2024-04-25 08:00",Thursday,110.625
555,"2024-04-25 09:00",Thursday,110.625
556,"2024-04-25 10:00",Thursday,110.625
557,"2024-04-25 11:00",Thursday,106.125
558,"2024-04-25 12:00",Thursday,106.125
559,"2024-04-25 13:00",Thursday,106.125
560,"2024-04-25 14:00",Thursday,106.125
561,"2024-04-26 07:00",Friday,67.500
562,"2024-04-26 08:00",Friday,67.500
563,"2024-04-26 09:00",Friday,67.500
564,"2024-04-26 10:00",Friday,69.300
565,"2024-04-26 11:00",Friday,69.300
566,"2024-04-26 12:00",Friday,69.300
567,"2024-04-26 13:00",Friday,69.300
568,"2024-04-26 14:00",Friday,69.300
569,"2024-04-27 07:00",Saturday,79.950
570,"2024-04-27 08:00",Saturday,79.950
571,"2024-04-27 09:00",Saturday,79.950
572,"2024-04-27 10:00",Saturday,79.950
573,"2024-04-27 11:00",Saturday,79.950
574,"2024-04-27 12:00",Saturday,79.950
575,"2024-04-27 13:00",Saturday,79.950
576,"2024-04-27 14:00",Saturday,79.950
577,"2024-04-29 07:00",Monday,53.300
578,"2024-04-29 08:00",Monday,53.300
579,"2024-04-29 09:00",Monday,53.300
580,"2024-04-29 10:00",Monday,53.300
581,"2024-04-29 11:00",Monday,53.300
582,"2024-04-29 12:00",Monday,53.300
583,"2024-04-29 13:00",Monday,53.300
584,"2024-04-29 14:00",Monday,53.300
585,"2024-04-30 07:00",Tuesday,67.500
586,"2024-04-30 08:00",Tuesday,67.500
587,"2024-04-30 09:00",Tuesday,67.500
588,"2024-04-30 10:00",Tuesday,67.500
589,"2024-04-30 11:00",Tuesday,67.500
590,"2024-04-30 12:00",Tuesday,67.500
591,"2024-04-30 13:00",Tuesday,67.500
592,"2024-04-30 14:00",Tuesday,67.500
593,"2024-05-01 07:00",Wednesday,69.300
594,"2024-05-01 08:00",Wednesday,69.300
595,"2024-05-01 09:00",Wednesday,69.300
596,"2024-05-01 10:00",Wednesday,69.300
597,"2024-05-01 11:00",Wednesday,67.500
598,"2024-05-01 12:00",Wednesday,67.500
599,"2024-05-01 13:00",Wednesday,67.500
600,"2024-05-01 14:00",Wednesday,67.500
601,"2024-05-02 07:00",Thursday,67.500
602,"2024-05-02 08:00",Thursday,67.500
603,"2024-05-02 09:00",Thursday,67.500
604,"2024-05-02 10:00",Thursday,67.500
605,"2024-05-02 11:00",Thursday,69.300
606,"2024-05-02 12:00",Thursday,69.300
